Time,Delhi,BRPL,BYPL,NDPL,NDMC,MES
01/09/2023 20:25,5935.780,2589.970,1265.820,1749.180,235.210,36.300
01/09/2023 20:30,5904.180,2573.470,1254.160,1753.870,232.950,36.420
01/09/2023 20:35,5920.160,2618.650,1237.800,1727.610,232.140,36.260
01/09/2023 20:40,5962.020,2636.810,1252.800,1743.820,231.080,36.130
01/09/2023 20:45,5992.850,2665.730,1261.910,1737.320,230.130,36.170
01/09/2023 20:50,6021.870,2658.030,1283.650,1763.010,229.490,36.130
01/09/2023 20:55,5995.420,2660.540,1264.760,1749.200,227.980,36.240
01/09/2023 21:00,6010.750,2661.690,1285.910,1742.540,227.120,36.210
01/09/2023 21:05,5987.570,2658.190,1287.980,1735.960,225.990,36.330
01/09/2023 21:10,6065.550,2711.220,1301.360,1733.480,223.820,36.050
01/09/2023 21:15,6049.720,2700.390,1290.060,1741.520,224.020,36.090
01/09/2023 21:20,6106.330,2730.780,1307.760,1751.110,222.800,35.990
01/09/2023 21:25,6159.430,2757.450,1312.140,1768.160,223.320,36.330
01/09/2023 21:30,6192.910,2773.240,1314.950,1788.010,221.910,36.320
01/09/2023 21:35,6210.450,2771.660,1313.950,1793.720,223.140,36.270
01/09/2023 21:40,6235.770,2773.760,1342.150,1804.380,221.220,36.330
01/09/2023 21:45,6300.250,2807.320,1344.130,1830.560,220.970,36.490
01/09/2023 21:50,6332.740,2827.820,1349.080,1838.090,219.160,36.440
01/09/2023 21:55,6322.000,2831.170,1345.290,1832.260,218.370,36.560
01/09/2023 22:00,6396.070,2839.460,1368.960,1871.320,218.930,36.460
01/09/2023 22:05,6400.260,2853.150,1375.080,1850.990,217.730,36.090
01/09/2023 22:10,6412.720,2855.190,1366.980,1874.850,216.560,35.880
01/09/2023 22:15,6459.210,2880.560,1367.040,1892.910,216.150,36.180
01/09/2023 22:20,6479.780,2904.060,1375.160,1885.120,216.220,36.290
01/09/2023 22:25,6534.970,2906.750,1392.140,1919.090,215.610,36.150
01/09/2023 22:30,6585.040,2926.340,1409.840,1934.670,214.950,36.350
01/09/2023 22:35,6600.070,2946.830,1415.100,1925.300,214.470,36.400
01/09/2023 22:40,6616.140,2940.420,1418.200,1941.220,215.160,36.250
01/09/2023 22:45,6646.180,2962.830,1428.300,1944.430,215.440,36.130
01/09/2023 22:50,6652.160,2972.960,1418.090,1947.790,214.430,35.770
01/09/2023 22:55,6650.770,2942.530,1441.870,1952.740,214.270,36.220
01/09/2023 23:00,6683.260,2958.510,1459.090,1951.210,214.890,36.010
01/09/2023 23:05,6674.400,2963.980,1449.520,1949.180,211.980,35.610
01/09/2023 23:10,6710.830,2984.040,1457.200,1961.680,210.760,35.780
01/09/2023 23:15,6696.800,2971.020,1453.930,1966.020,209.940,35.770
02/09/2023 00:00,6575.870,2884.360,1458.890,1929.640,205.800,34.140
02/09/2023 00:05,6551.770,2877.620,1457.100,1915.290,204.420,34.050
02/09/2023 00:10,6519.350,2854.320,1450.890,1914.130,202.930,33.840
02/09/2023 00:15,6484.090,2837.690,1443.640,1903.770,202.280,33.880
02/09/2023 00:20,6438.390,2823.670,1429.240,1887.650,201.640,33.830
02/09/2023 00:25,6454.210,2826.840,1435.520,1895.100,199.770,33.690
02/09/2023 00:30,6408.470,2798.800,1431.640,1885.550,198.100,33.500
02/09/2023 00:35,6359.980,2778.180,1416.240,1872.460,197.990,33.600
02/09/2023 00:40,6335.010,2768.350,1408.800,1866.280,198.390,33.120
02/09/2023 00:45,6306.510,2765.170,1399.440,1851.550,197.470,33.060
02/09/2023 00:50,6303.200,2753.500,1396.680,1862.410,197.780,32.960
02/09/2023 00:55,6260.980,2737.470,1387.780,1845.590,197.640,33.010
02/09/2023 01:00,6228.180,2720.710,1384.300,1834.680,196.990,33.290
02/09/2023 01:05,6204.600,2717.450,1374.580,1824.210,195.650,33.320
02/09/2023 01:10,6165.650,2699.920,1369.510,1808.920,195.450,33.210
02/09/2023 01:15,6120.350,2670.970,1360.220,1802.610,195.380,33.030
02/09/2023 01:20,6055.260,2629.680,1352.260,1788.200,194.880,32.710
02/09/2023 01:25,6021.470,2619.830,1337.250,1779.890,194.650,32.630
02/09/2023 01:30,6000.510,2610.160,1334.330,1771.960,194.490,32.630
02/09/2023 01:35,5989.730,2604.950,1331.600,1769.300,194.300,32.550
02/09/2023 01:40,5964.680,2593.880,1327.350,1760.430,193.920,32.430
02/09/2023 01:45,5951.160,2587.210,1324.010,1757.600,193.750,32.420
02/09/2023 01:50,5926.470,2574.580,1317.670,1751.950,193.270,32.300
02/09/2023 01:55,5907.460,2566.690,1313.020,1745.220,193.680,32.270
02/09/2023 02:00,5894.590,2566.020,1305.720,1741.740,192.670,32.340
02/09/2023 02:05,5863.510,2552.390,1300.130,1730.740,192.530,32.190
02/09/2023 02:10,5839.740,2538.380,1295.610,1725.490,192.450,32.180
02/09/2023 02:15,5818.420,2525.530,1288.680,1724.860,192.030,32.080
02/09/2023 02:20,5779.280,2507.260,1279.440,1713.660,192.060,32.270
02/09/2023 02:25,5752.240,2494.150,1277.350,1702.470,191.380,32.160
02/09/2023 02:30,5724.080,2483.500,1266.030,1696.750,191.340,32.210
02/09/2023 02:35,5717.230,2481.540,1262.170,1697.270,189.820,32.080
02/09/2023 02:40,5703.050,2478.140,1255.450,1692.910,190.320,31.850
02/09/2023 02:45,5662.700,2459.120,1245.510,1683.200,189.130,31.870
02/09/2023 02:50,5635.510,2443.180,1239.520,1678.120,189.670,31.810
02/09/2023 02:55,5624.340,2440.270,1235.040,1674.440,190.590,31.910
02/09/2023 03:00,5601.510,2435.940,1229.920,1661.610,189.290,31.800
02/09/2023 03:05,5581.250,2426.370,1229.250,1653.340,187.400,31.700
02/09/2023 03:10,5552.120,2410.730,1224.020,1645.380,187.690,31.540
02/09/2023 03:15,5523.760,2402.060,1219.260,1630.990,187.300,31.760
02/09/2023 03:20,5509.790,2393.840,1213.950,1630.650,187.300,31.580
02/09/2023 03:25,5472.650,2378.110,1204.360,1619.570,187.140,31.490
02/09/2023 03:30,5467.790,2374.290,1202.690,1619.750,187.500,31.440
02/09/2023 03:35,5355.390,2333.860,1169.720,1584.460,185.050,31.440
02/09/2023 03:40,5417.070,2353.550,1189.700,1606.530,185.470,31.300
02/09/2023 03:45,5392.440,2344.750,1182.330,1598.440,185.050,31.280
02/09/2023 03:50,5379.430,2341.830,1172.540,1597.450,184.980,31.240
02/09/2023 03:55,5345.510,2327.850,1161.500,1589.300,184.950,31.350
02/09/2023 04:00,5316.750,2318.780,1154.300,1578.380,183.240,31.400
02/09/2023 04:05,5302.080,2310.480,1153.350,1572.990,183.630,31.230
02/09/2023 04:10,5258.380,2300.660,1134.460,1558.770,183.280,31.100
02/09/2023 04:15,5246.890,2288.730,1134.930,1558.490,183.850,31.070
02/09/2023 04:20,5239.800,2284.550,1134.990,1555.770,183.580,30.930
02/09/2023 04:25,5225.330,2274.220,1130.930,1556.210,183.820,31.080
02/09/2023 04:30,5199.630,2269.700,1120.360,1545.330,183.820,31.100
02/09/2023 04:35,5174.580,2252.820,1118.500,1540.350,182.750,30.910
02/09/2023 04:40,5152.280,2232.920,1118.310,1536.440,184.600,31.080
02/09/2023 04:45,5142.460,2236.170,1111.710,1532.190,184.710,31.140
02/09/2023 04:50,5142.490,2235.450,1115.160,1527.300,184.600,31.180
02/09/2023 04:55,5132.490,2234.440,1109.600,1524.620,183.980,31.130
02/09/2023 05:00,5124.150,2224.470,1114.180,1520.580,184.770,31.520
02/09/2023 05:05,5084.530,2220.100,1099.570,1501.060,184.650,31.560
02/09/2023 05:10,5090.900,2212.280,1108.660,1505.050,185.150,31.460
02/09/2023 05:15,5081.210,2213.120,1104.580,1499.560,184.220,31.590
02/09/2023 05:20,5042.740,2187.600,1094.770,1497.150,184.390,31.420
02/09/2023 05:25,5051.050,2188.040,1098.880,1501.340,184.270,31.550
02/09/2023 05:30,5013.250,2174.600,1085.740,1487.490,184.780,31.580
02/09/2023 05:35,4987.930,2149.850,1087.950,1487.460,183.730,31.550
02/09/2023 05:40,4975.780,2145.720,1085.500,1480.980,184.660,31.660
02/09/2023 05:45,4957.390,2146.740,1078.830,1468.160,184.550,31.770
02/09/2023 05:50,4922.020,2133.060,1065.830,1463.050,182.820,31.590
02/09/2023 05:55,4902.800,2120.170,1068.970,1452.170,182.630,31.640
02/09/2023 06:00,4886.690,2105.200,1067.690,1454.300,183.230,31.480
02/09/2023 06:05,4837.960,2078.580,1059.120,1438.550,184.310,31.380
02/09/2023 06:10,4820.490,2065.440,1064.410,1428.480,184.590,31.770
