Time,Delhi,BRPL,BYPL,NDPL,NDMC,MES
2024-01-18,3867.275992647059,1654.346875,753.155,1195.8997794117647,184.69797794117648,42.232242647058825
2024-01-19,4062.237683823529,1739.5389705882353,810.6206617647059,1239.1638970588235,191.7404044117647,42.50426470588235
2024-01-20,3806.4419485294115,1700.3976102941178,758.6357720588235,1108.821286764706,162.57338235294117,39.321985294117646
2024-01-21,3634.714965034965,1596.772167832168,722.0577622377622,1096.1838111888112,146.51104895104896,38.22660839160839
2024-01-22,3850.0906250000003,1698.7641911764706,747.9677205882354,1164.2159926470588,161.58658088235296,40.82158088235294
2024-01-23,3841.1880147058823,1689.7325735294119,732.3591544117647,1164.5202573529411,175.94404411764705,42.132573529411765
2024-01-24,3867.5438327526135,1680.6418466898956,747.9756794425086,1177.3719860627177,182.8626132404181,41.8576306620209
2024-01-25,3874.7331365313653,1646.2622878228783,763.0885977859779,1213.4821402214022,172.9128782287823,42.09712177121771
2024-01-26,3294.272857142857,1516.3859706959706,662.4237728937729,911.2119413919413,137.38531135531136,35.57021978021978
2024-01-27,3344.6138095238093,1501.1245054945055,686.4188644688645,944.1032967032968,146.39564102564103,34.68582417582417
2024-01-28,3430.34673992674,1490.4549084249084,688.7647619047619,1047.8855311355312,135.71435897435896,34.7189010989011
2024-01-29,3164.9447407407406,1394.816740740741,596.6847407407407,958.3894814814815,147.2977037037037,36.86340740740741
2024-01-30,3627.1028125,1554.1772916666666,684.6851388888889,1146.278784722222,169.7834375,37.634375000000006
2024-01-31,3699.368090277778,1595.9270138888887,717.4747222222222,1141.39125,170.31972222222223,39.0946875
2024-02-01,3559.846388888889,1531.392048611111,678.4555555555556,1108.9382291666668,168.72770833333334,37.95652777777778
2024-02-02,3642.2825000000003,1563.4563194444445,695.5470833333334,1151.640902777778,159.53052083333333,37.43107638888889
2024-02-03,3357.8971180555554,1483.7205208333335,657.8479861111111,1006.8617708333334,143.7059027777778,33.886319444444446
2024-02-04,3188.2121951219515,1388.1758536585364,626.5668989547039,981.7105923344948,129.90073170731708,31.63365853658537
2024-02-05,3322.735964912281,1426.7128771929824,631.2994736842105,1049.1970175438598,151.50284210526314,33.015929824561404
2024-02-06,3377.0806227106227,1445.451794871795,637.4877289377289,1074.7176923076922,153.9849084249084,33.34553113553113
2024-02-07,3447.9967765567767,1461.1921978021976,662.3120879120879,1097.3364468864468,159.41454212454212,34.01058608058608
2024-02-08,3379.8820350877195,1436.2590175438597,650.6448771929824,1070.3889122807018,158.1103157894737,32.60487719298246
2024-02-09,3425.817216117216,1420.303882783883,683.499706959707,1108.08326007326,149.28362637362636,32.56161172161172
2024-02-10,3142.9886219081272,1350.7541342756183,636.8778445229682,956.3443816254418,139.55491166077738,29.53505300353357
2024-02-11,3019.8138518518517,1283.8866666666668,607.3092592592593,944.4453333333333,128.4251111111111,27.464222222222222
2024-02-12,3174.7388850174216,1344.7779790940767,619.819337979094,1056.0448432055748,159.4762369337979,31.235261324041815
2024-02-13,3226.446568265683,1416.3166789667896,656.4061992619926,1167.6859778597784,169.31405904059042,31.000959409594095
2024-02-14,3228.025,1344.6222962962963,636.2017407407408,1035.8101851851852,148.93414814814815,31.716740740740743
2024-02-15,3112.197326007326,1290.7617216117217,608.3957509157509,1011.8570695970695,141.34197802197804,30.09981684981685
2024-02-16,3154.0591941391945,1312.1482051282053,637.6897435897436,1013.2511721611722,133.84245421245421,26.95882783882784
2024-02-17,2903.5732167832166,1200.6127972027973,626.8341958041958,904.0658741258741,120.45206293706293,24.192237762237763
2024-02-18,2788.492902097902,1114.7193706293706,601.4302797202797,912.8855594405594,110.68010489510489,22.35034965034965
2024-02-19,2940.242210526316,1197.0873333333334,599.4502456140351,962.2001403508771,131.28908771929824,23.469192982456143
2024-02-20,3027.1337192982455,1260.2264912280702,600.4363508771929,978.7778596491228,136.65431578947369,22.49684210526316
2024-02-21,3065.823485915493,1281.304190140845,607.9654577464789,990.0321126760563,135.79457746478872,22.229612676056338
2024-02-22,3045.7682720588236,1261.7549264705883,606.9673161764706,997.1532352941176,128.91746323529412,22.06316176470588
2024-02-23,3111.726336996337,1284.7320146520146,615.2117582417583,1031.9771794871795,127.25131868131868,22.817619047619047
2024-02-24,2933.0270220588236,1245.3649999999998,603.0142279411765,928.9958455882353,105.72525735294118,22.089742647058824
2024-02-25,2903.9724264705883,1217.5289338235293,601.6811397058823,936.2633823529411,99.73205882352941,21.295808823529413
2024-02-26,2985.7794074074072,1246.019185185185,573.7024444444445,993.975037037037,119.82066666666665,23.888074074074073
